were	0
important	0
risk	0
factors	0
in	0
the	0
case	0
reported	0
here	0
,	0
and	0
the	0
authors	0
discount	0
ventricular	3
arrhythmia	4
as	0
the	0
main	0
mechanism	0
.	0

Worsening	0
of	0
levodopa	1
-	0
induced	0
dyskinesias	3
by	0
motor	0
and	0
mental	0
tasks	0
.	0

Ten	0
patients	0
who	0
had	0
Parkinson	3
'	4
s	4
disease	4
with	0
disabling	0
dyskinesia	3
were	0
included	0
in	0
this	0
study	0
to	0
evaluate	0
the	0
role	0
of	0
mental	0
(	0
mental	0
calculation	0
)	0
and	0
motor	0
(	0
flexion	0
/	0
extension	0
of	0
right	0
fingers	0
,	0
flexion	0
/	0
extension	0
of	0
left	0
fingers	0
,	0
flexion	0
/	0
extension	0
of	0
the	0
neck	0
,	0
speaking	0
aloud	0
)	0
tasks	0
on	0
the	0
worsening	0
of	0
peak	0
-	0
dose	0
dyskinesia	3
following	0
administration	0
of	0
an	0
effective	0
single	0
dose	0
of	0
apomorphine	1
.	0

Compared	0
with	0
the	0
score	0
at	0
rest	0
(	0
1	0
.	0
3	0
+	0
/	0
-	0
0	0
.	0
3	0
)	0
,	0
a	0
significant	0
aggravation	0
of	0
the	0
dyskinesia	3
score	0
was	0
observed	0
during	0
speaking	0
aloud	0
(	0
5	0
.	0
2	0
+	0
/	0
-	0
1	0
.	0
1	0
,	0
p	0
<	0
0	0
.	0
05	0
)	0
,	0
movements	0
of	0
right	0
(	0
4	0
.	0
5	0
+	0
/	0
-	0
1	0
.	0
0	0
,	0
p	0
<	0
0	0
.	0
05	0
)	0
and	0
left	0
(	0
3	0
.	0
7	0
+	0
/	0
-	0
0	0
.	0
8	0
,	0
p	0
<	0
0	0
.	0
05	0
)	0
fingers	0
,	0
movements	0
of	0
the	0
neck	0
(	0
5	0
.	0
1	0
+	0
/	0
-	0
1	0
.	0
0	0
,	0
p	0
<	0
0	0
.	0
05	0
)	0
,	0
and	0
mental	0
calculation	0
(	0
3	0
.	0
1	0
+	0
/	0
-	0
1	0
.	0
0	0
,	0
p	0
<	0
0	0
.	0
05	0
)	0
.	0

These	0
results	0
suggest	0
that	0
activation	0
tasks	0
such	0
as	0
"	0
speaking	0
aloud	0
"	0
could	0
be	0
used	0
for	0
objective	0
assessment	0
of	0
dyskinesia	3
severity	0
.	0

Urine	0
N	0
-	0
acetyl	0
-	0
beta	0
-	0
D	0
-	0
glucosaminidase	0
-	0
-	0
a	0
marker	0
of	0
tubular	0
damage	0
?	0

BACKGR0UND	0
:	0
Although	0
an	0
indicator	0
of	0
renal	3
tubular	4
dysfunction	4
,	0
an	0
increased	0
urinary	0
N	0
-	0
acetyl	0
-	0
beta	0
-	0
D	0
-	0
glucosaminidase	0
(	0
NAG	0
)	0
activity	0
might	0
reflect	0
increased	0
lysosomal	0
activity	0
in	0
renal	0
tubular	0
cells	0
.	0

METH0DS	0
:	0
Puromycin	1
aminonucleoside	2
(	0
PAN	1
)	0
was	0
administered	0
to	0
Sprague	0
Dawley	0
rats	0
to	0
induce	0
proteinuria	3
.	0

Total	0
protein	0
,	0
albumin	0
,	0
NAG	0
activity	0
and	0
protein	0
electrophoretic	0
pattern	0
were	0
assessed	0
in	0
daily	0
urine	0
samples	0
for	0
33	0
days	0
.	0

The	0
morphological	0
appearance	0
of	0
the	0
kidneys	0
was	0
examined	0
on	0
days	0
three	0
,	0
four	0
,	0
six	0
,	0
eight	0
and	0
thirty	0
three	0
and	0
the	0
NAG	0
isoenzyme	0
patterns	0
on	0
days	0
zero	0
,	0
four	0
,	0
eight	0
and	0
thirty	0
three	0
.	0

RESULTS	0
:	0
Following	0
intravenous	0
PAN	1
urine	0
volume	0
and	0
urine	0
NAG	0
activity	0
increased	0
significantly	0
by	0
day	0
two	0
,	0
but	0
returned	0
to	0
normal	0
by	0
day	0
four	0
.	0

After	0
day	0
four	0
all	0
treated	0
animals	0
exhibited	0
a	0
marked	0
rise	0
in	0
urine	0
albumin	0
,	0
total	0
protein	0
excretion	0
and	0
NAG	0
activity	0
.	0

Electrophoresis	0
showed	0
a	0
generalised	0
increase	0
in	0
middle	0
and	0
high	0
molecular	0
weight	0
urine	0
proteins	0
from	0
day	0
four	0
onwards	0
.	0

Protein	0
droplets	0
first	0
appeared	0
prominent	0
in	0
tubular	0
cells	0
on	0
day	0
four	0
.	0

Peak	0
urine	0
NAG	0
activity	0
and	0
a	0
change	0
in	0
NAG	0
isoenzyme	0
pattern	0
coincided	0
with	0
both	0
the	0
peak	0
proteinuria	3
and	0
the	0
reduction	0
in	0
intracellular	0
protein	0
and	0
NAG	0
droplets	0
(	0
day	0
six	0
onwards	0
)	0
.	0

C0NCLUSI0NS	0
:	0
This	0
animal	0
model	0
demonstrates	0
that	0
an	0
increase	0
in	0
lysosomal	0
turnover	0
and	0
hence	0
urine	0
NAG	0
activity	0
,	0
occurs	0
when	0
increased	0
protein	0
is	0
presented	0
to	0
the	0
tubular	0
cells	0
.	0

Urine	0
NAG	0
activity	0
is	0
thus	0
a	0
measure	0
of	0
altered	0
function	0
in	0
the	0
renal	0
tubules	0
and	0
not	0
simply	0
an	0
indicator	0
of	0
damage	0
.	0

Cauda	3
equina	4
syndrome	4
after	0
spinal	0
anaesthesia	0
with	0
hyperbaric	0
5	0
%	0
lignocaine	1
:	0
a	0
review	0
of	0
six	0
cases	0
of	0
cauda	3
equina	4
syndrome	4
reported	0
to	0
the	0
Swedish	0
Pharmaceutical	0
Insurance	0
1993	0
-	0
1997	0
.	0

Six	0
cases	0
of	0
cauda	3
equina	4
syndrome	4
with	0
varying	0
severity	0
were	0
reported	0
to	0
the	0
Swedish	0
Pharmaceutical	0
Insurance	0
during	0
the	0
period	0
1993	0
-	0
1997	0
.	0

All	0
were	0
associated	0
with	0
spinal	0
anaesthesia	0
using	0
hyperbaric	0
5	0
%	0
lignocaine	1
.	0

Five	0
cases	0
had	0
single	0
-	0
shot	0
spinal	0
anaesthesia	0
and	0
one	0
had	0
a	0
repeat	0
spinal	0
anaesthetic	0
due	0
to	0
inadequate	0
block	0
.	0

The	0
dose	0
of	0
hyperbaric	0
5	0
%	0
lignocaine	1
administered	0
ranged	0
from	0
60	0
to	0
120	0
mg	0
.	0

Three	0
of	0
the	0
cases	0
were	0
most	0
likely	0
caused	0
by	0
direct	0
neurotoxicity	3
of	0
hyperbaric	0
5	0
%	0
lignocaine	1
.	0

In	0
the	0
other	0
3	0
cases	0
,	0
direct	0
neurotoxicity	3
was	0
also	0
probable	0
,	0
but	0
unfortunately	0
radiological	0
investigations	0
were	0
not	0
done	0
to	0
definitely	0
exclude	0
a	0
compressive	0
aetiology	0
.	0

All	0
cases	0
sustained	0
permanent	0
neurological	3
deficits	4
.	0

We	0
recommend	0
that	0
hyperbaric	0
lignocaine	1
should	0
be	0
administered	0
in	0
concentrations	0
not	0
greater	0
than	0
2	0
%	0
and	0
at	0
a	0
total	0
dose	0
preferably	0
not	0
exceeding	0
60	0
mg	0
.	0

Systemic	0
toxicity	3
following	0
administration	0
of	0
sirolimus	1
(	0
formerly	0
rapamycin	1
)	0
for	0
psoriasis	3
:	0
association	0
of	0
capillary	3
leak	4
syndrome	4
with	0
apoptosis	0
of	0
lesional	0
lymphocytes	0
.	0

BACKGR0UND	0
:	0
Sirolimus	1
(	0
formerly	0
rapamycin	1
)	0
is	0
an	0
immunosuppressive	0
agent	0
that	0
interferes	0
with	0
T	0
-	0
cell	0
activation	0
.	0

After	0
2	0
individuals	0
with	0
psoriasis	3
developed	0
a	0
capillary	3
leak	4
syndrome	4
following	0
treatment	0
with	0
oral	0
sirolimus	1
lesional	0
skin	0
cells	0
and	0
activated	0
peripheral	0
blood	0
cells	0
were	0
analyzed	0
for	0
induction	0
of	0
apoptosis	0
.	0

0BSERVATI0NS	0
:	0
A	0
keratome	0
skin	0
specimen	0
from	0
1	0
patient	0
with	0
sirolimus	1
-	0
induced	0
capillary	3
leak	4
syndrome	4
had	0
a	0
2	0
.	0
3	0
-	0
fold	0
increase	0
in	0
percentage	0
of	0
apoptotic	0
cells	0
(	0
to	0
48	0
%	0
)	0
compared	0
with	0
an	0
unaffected	0
sirolimus	1
-	0
treated	0
patient	0
with	0
psoriasis	3
(	0
21	0
%	0
)	0
.	0

Activated	0
peripheral	0
blood	0
T	0
cells	0
from	0
patients	0
with	0
psoriasis	3
tended	0
to	0
exhibit	0
greater	0
spontaneous	0
or	0
dexamethasone	1
-	0
induced	0
apoptosis	0
than	0
did	0
normal	0
T	0
cells	0
,	0
particularly	0
in	0
the	0
presence	0
of	0
sirolimus	1
.	0

C0NCLUSI0NS	0
:	0
Severe	0
adverse	0
effects	0
of	0
sirolimus	1
include	0
fever	3
,	0
anemia	3
,	0
and	0
capillary	3
leak	4
syndrome	4
.	0

These	0
symptoms	0
may	0
be	0
the	0
result	0
of	0
drug	0
-	0
induced	0
apoptosis	0
of	0
lesional	0
leukocytes	0
,	0
especially	0
activated	0
T	0
lymphocytes	0
,	0
and	0
possibly	0
release	0
of	0
inflammatory	0
mediators	0
.	0

Because	0
patients	0
with	0
severe	0
psoriasis	3
may	0
develop	0
capillary	3
leak	4
from	0
various	0
systemic	0
therapies	0
,	0
clinical	0
monitoring	0
is	0
advisable	0
for	0
patients	0
with	0
inflammatory	3
diseases	4
who	0
are	0
treated	0
with	0
immune	0
modulators	0
.	0

Effect	0
of	0
lithium	1
maintenance	0
therapy	0
on	0
thyroid	0
and	0
parathyroid	0
function	0
.	0

0BJECTIVES	0
:	0
To	0
assess	0
changes	0
induced	0
by	0
lithium	1
maintenance	0
therapy	0
on	0
the	0
incidence	0
of	0
thyroid	0
,	0
parathyroid	0
and	0
ion	0
alterations	0
.	0

These	0
were	0
evaluated	0
with	0
respect	0
to	0
the	0
duration	0
of	0
lithium	1
therapy	0
,	0
age	0
,	0
sex	0
,	0
and	0
family	0
history	0
(	0
whether	0
or	0
not	0
the	0
patient	0
had	0
a	0
first	0
-	0
degree	0
relative	0
with	0
thyroid	3
disease	4
)	0
.	0

DESIGN	0
:	0
Prospective	0
study	0
.	0

SETTING	0
:	0
Affective	0
Disorders	0
Clinic	0
at	0
St	0
.	0

Mary	0
'	0
s	0
Hospital	0
,	0
Montreal	0
.	0

PATIENTS	0
:	0
0ne	0
hundred	0
and	0
one	0
patients	0
(	0
28	0
men	0
and	0
73	0
women	0
)	0
with	0
bipolar	3
disorder	4
receiving	0
lithium	1
maintenance	0
therapy	0
ranging	0
from	0
1	0
year	0
'	0
s	0
to	0
32	0
years	0
'	0
duration	0
.	0

The	0
control	0
group	0
consisted	0
of	0
82	0
patients	0
with	0
no	0
psychiatric	3
or	0
endocrinological	0
diagnoses	0
from	0
the	0
hospital	0
'	0
s	0
out	0
-	0
patient	0
clinics	0
.	0

0UTC0ME	0
MEASURES	0
:	0
Laboratory	0
analyses	0
of	0
calcium	1
,	0
magnesium	1
and	0
thyroid	0
-	0
stimulating	0
hormone	0
levels	0
performed	0
before	0
beginning	0
lithium	1
therapy	0
and	0
at	0
biannual	0
follow	0
-	0
up	0
.	0

RESULTS	0
:	0
Hypothyroidism	3
developed	0
in	0
40	0
patients	0
,	0
excluding	0
8	0
patients	0
who	0
were	0
hypothyroid	3
at	0
baseline	0
.	0

All	0
patients	0
having	0
first	0
-	0
degree	0
relatives	0
affected	0
by	0
thyroid	3
illness	4
had	0
accelerated	0
onset	0
of	0
hypothyroidism	3
(	0
3	0
.	0
7	0
years	0
after	0
onset	0
of	0
lithium	1
therapy	0
)	0
compared	0
with	0
patients	0
without	0
a	0
family	0
history	0
(	0
8	0
.	0
6	0
years	0
after	0
onset	0
of	0
lithium	1
therapy	0
)	0
.	0

Women	0
over	0
60	0
years	0
of	0
age	0
were	0
more	0
often	0
affected	0
by	0
hypothyroidism	3
than	0
women	0
under	0
60	0
years	0
of	0
age	0
(	0
34	0
.	0
6	0
%	0
versus	0
31	0
.	0
9	0
%	0
)	0
.	0

Magnesium	1
levels	0
in	0
patients	0
on	0
lithium	1
treatment	0
were	0
unchanged	0
from	0
baseline	0
levels	0
.	0

After	0
lithium	1
treatment	0
,	0
calcium	1
levels	0
were	0
higher	0
than	0
either	0
baseline	0
levels	0
or	0
control	0
levels	0
.	0

Thus	0
,	0
lithium	1
treatment	0
counteracted	0
the	0
decrease	0
in	0
plasma	0
calcium	1
levels	0
associated	0
with	0
aging	0
.	0

C0NCLUSI0NS	0
:	0
Familial	0
thyroid	3
illness	4
is	0
a	0
risk	0
factor	0
for	0
hypothyroidism	3
and	0
hypercalcemia	3
during	0
lithium	1
therapy	0
.	0

Severe	0
immune	0
hemolytic	3
anemia	4
associated	0
with	0
prophylactic	0
use	0
of	0
cefotetan	1
in	0
obstetric	0
and	0
gynecologic	0
procedures	0
.	0

Second	0
-	0
and	0
third	0
-	0
generation	0
cephalosporins	1
,	0
especially	0
cefotetan	1
,	0
are	0
increasingly	0
associated	0
with	0
severe	0
,	0
sometimes	0
fatal	0
immune	0
hemolytic	3
anemia	4
.	0

We	0
noticed	0
that	0
10	0
of	0
our	0
35	0
cases	0
of	0
cefotetan	1
-	0
induced	0
hemolytic	3
anemias	4
were	0
in	0
patients	0
who	0
had	0
received	0
cefotetan	1
prophylactically	0
for	0
obstetric	0
and	0
gynecologic	0
procedures	0
.	0

Eight	0
of	0
these	0
cases	0
of	0
severe	0
immune	0
hemolytic	3
anemia	4
are	0
described	0
.	0

Effects	0
of	0
nonsteroidal	0
anti	0
-	0
inflammatory	0
drugs	0
on	0
hemostasis	0
in	0
patients	0
with	0
aneurysmal	3
subarachnoid	4
hemorrhage	4
.	0

Platelet	0
function	0
is	0
impaired	0
by	0
nonsteroidal	0
anti	0
-	0
inflammatory	0
drugs	0
(	0
NSAIDs	0
)	0
with	0
prominent	0
anti	0
-	0
inflammatory	0
properties	0
.	0

Their	0
safety	0
in	0
patients	0
undergoing	0
intracranial	0
surgery	0
is	0
under	0
debate	0
.	0

Patients	0
with	0
aneurysmal	3
subarachnoid	4
hemorrhage	4
(	0
SAH	3
)	0
were	0
randomized	0
to	0
receive	0
either	0
ketoprofen	1
,	0
100	0
mg	0
,	0
three	0
times	0
a	0
day	0
(	0
ketoprofen	1
group	0
,	0
n	0
=	0
9	0
)	0
or	0
a	0
weak	0
NSAID	0
,	0
acetaminophen	1
,	0
1	0
g	0
,	0
three	0
times	0
a	0
day	0
(	0
acetaminophen	1
group	0
,	0
n	0
=	0
9	0
)	0
starting	0
immediately	0
after	0
the	0
diagnosis	0
of	0
aneurysmal	3
SAH	3
.	0

Treatment	0
was	0
continued	0
for	0
3	0
days	0
postoperatively	0
.	0

Test	0
blood	0
samples	0
were	0
taken	0
before	0
treatment	0
and	0
surgery	0
as	0
well	0
as	0
on	0
the	0
first	0
,	0
third	0
,	0
and	0
fifth	0
postoperative	0
mornings	0
.	0

Maximal	0
platelet	3
aggregation	4
induced	0
by	0
6	0
microM	0
of	0
adenosine	1
diphosphate	2
decreased	0
after	0
administration	0
of	0
ketoprofen	1
.	0

Aggregation	0
was	0
lower	0
(	0
P	0
<	0
.	0
05	0
)	0
in	0
the	0
ketoprofen	1
group	0
than	0
in	0
the	0
acetaminophen	1
group	0
just	0
before	0
surgery	0
and	0
on	0
the	0
third	0
postoperative	0
day	0
.	0

In	0
contrast	0
,	0
maximal	0
platelet	3
aggregation	4
increased	0
in	0
the	0
acetaminophen	1
group	0
on	0
the	0
third	0
postoperative	0
day	0
as	0
compared	0
with	0
the	0
pretreatment	0
platelet	3
aggregation	4
results	0
(	0
P	0
<	0
.	0
05	0
)	0
.	0

0ne	0
patient	0
in	0
the	0
ketoprofen	1
group	0
developed	0
a	0
postoperative	0
intracranial	0
hematoma	3
.	0

Coagulation	0
(	0
prothrombin	0
time	0
[	0
PT	0
]	0
,	0
activated	0
partial	0
thromboplastin	0
time	0
[	0
APPT	0
]	0
,	0
fibrinogen	0
concentration	0
,	0
and	0
antithrombin	0
III	0
[	0
AT	0
III	0
]	0
)	0
was	0
comparable	0
between	0
the	0
two	0
groups	0
.	0

Ketoprofen	1
but	0
not	0
acetaminophen	1
impaired	0
platelet	0
function	0
in	0
patients	0
with	0
SAH	3
.	0

If	0
ketoprofen	1
is	0
used	0
before	0
surgery	0
on	0
cerebral	0
artery	3
aneurysms	4
,	0
it	0
may	0
pose	0
an	0
additional	0
risk	0
factor	0
for	0
hemorrhage	3
.	0

Nitric	1
oxide	2
synthase	0
expression	0
in	0
the	0
course	0
of	0
lead	1
-	0
induced	0
hypertension	3
.	0

We	0
recently	0
showed	0
elevated	0
reactive	0
oxygen	1
species	0
(	0
R0S	0
)	0
,	0
reduced	0
urinary	0
excretion	0
of	0
N0	1
metabolites	0
(	0
N0x	0
)	0
,	0
and	0
increased	0
N0	1
sequestration	0
as	0
nitrotyrosine	1
in	0
various	0
tissues	0
in	0
rats	0
with	0
lead	1
-	0
induced	0
hypertension	3
.	0

This	0
study	0
was	0
designed	0
to	0
discern	0
whether	0
the	0
reduction	0
in	0
urinary	0
N0x	0
in	0
lead	1
-	0
induced	0
hypertension	3
is	0
,	0
in	0
part	0
,	0
due	0
to	0
depressed	0
N0	1
synthase	0
(	0
N0S	0
)	0
expression	0
.	0

Male	0
Sprague	0
-	0
Dawley	0
rats	0
were	0
randomly	0
assigned	0
to	0
a	0
lead	1
-	0
treated	0
group	0
(	0
given	0
lead	1
acetate	2
,	0
100	0
ppm	0
,	0
in	0
drinking	0
water	0
and	0
regular	0
rat	0
chow	0
)	0
,	0
a	0
group	0
given	0
lead	1
and	0
vitamin	1
E	2
-	0
fortified	0
chow	0
,	0
or	0
a	0
normal	0
control	0
group	0
given	0
either	0
regular	0
food	0
and	0
water	0
or	0
vitamin	1
E	2
-	0
fortified	0
food	0
for	0
12	0
weeks	0
.	0

Tail	0
blood	0
pressure	0
,	0
urinary	0
N0x	0
excretion	0
,	0
plasma	0
malondialdehyde	1
(	0
MDA	1
)	0
,	0
and	0
endothelial	0
and	0
inducible	0
N0S	0
(	0
eN0S	0
and	0
iN0S	0
)	0
isotypes	0
in	0
the	0
aorta	0
and	0
kidney	0
were	0
measured	0
.	0

The	0
lead	1
-	0
treated	0
group	0
exhibited	0
a	0
rise	0
in	0
blood	0
pressure	0
and	0
plasma	0
MDA	1
concentration	0
,	0
a	0
fall	0
in	0
urinary	0
N0x	0
excretion	0
,	0
and	0
a	0
paradoxical	0
rise	0
in	0
vascular	0
and	0
renal	0
tissue	0
eN0S	0
and	0
iN0S	0
expression	0
.	0

Vitamin	1
E	2
supplementation	0
ameliorated	0
hypertension	3
,	0
lowered	0
plasma	0
MDA	1
concentration	0
,	0
and	0
raised	0
urinary	0
N0x	0
excretion	0
while	0
significantly	0
lowering	0
vascular	0
,	0
but	0
not	0
renal	0
,	0
tissue	0
eN0S	0
and	0
iN0S	0
expression	0
.	0

Vitamin	1
E	2
supplementation	0
had	0
no	0
effect	0
on	0
either	0
blood	0
pressure	0
,	0
plasma	0
MDA	1
,	0
or	0
N0S	0
expression	0
in	0
the	0
control	0
group	0
.	0

The	0
study	0
also	0
revealed	0
significant	0
inhibition	0
of	0
N0S	0
enzymatic	0
activity	0
by	0
lead	1
in	0
cell	0
-	0
free	0
preparations	0
.	0

In	0
conclusion	0
,	0
lead	1
-	0
induced	0
hypertension	3
in	0
this	0
model	0
was	0
associated	0
with	0
a	0
compensatory	0
upregulation	0
of	0
renal	0
and	0
vascular	0
eN0S	0
and	0
iN0S	0
expression	0
.	0

This	0
is	0
,	0
in	0
part	0
,	0
due	0
to	0
R0S	0
-	0
mediated	0
N0	1
inactivation	0
,	0
lead	1
-	0
associated	0
inhibition	0
of	0
N0S	0
activity	0
,	0
and	0
perhaps	0
stimulatory	0
actions	0
of	0
increased	0
shear	0
stress	0
associated	0
with	0
hypertension	3
.	0

Glyceryl	1
trinitrate	2
induces	0
attacks	0
of	0
migraine	3
without	4
aura	4
in	0
sufferers	0
of	0
migraine	3
with	4
aura	4
.	0

Migraine	3
with	4
aura	4
and	0
migraine	3
without	4
aura	4
have	0
the	0
same	0
pain	3
phase	0
,	0
thus	0
indicating	0
that	0
migraine	3
with	4
aura	4
and	0
migraine	3
without	4
aura	4
share	0
a	0
common	0
pathway	0
of	0
nociception	0
.	0

In	0
recent	0
years	0
,	0
increasing	0
evidence	0
has	0
suggested	0
that	0
the	0
messenger	0
molecule	0
nitric	1
oxide	2
(	0
N0	1
)	0
is	0
involved	0
in	0
pain	3
mechanisms	0
of	0
migraine	3
without	4
aura	4
.	0

In	0
order	0
to	0
clarify	0
whether	0
the	0
same	0
is	0
true	0
for	0
migraine	3
with	4
aura	4
,	0
in	0
the	0
present	0
study	0
we	0
examined	0
the	0
headache	3
response	0
to	0
intravenous	0
infusion	0
of	0
glyceryl	1
trinitrate	2
(	0
GTN	1
)	0
(	0
0	0
.	0
5	0
microg	0
/	0
kg	0
/	0
min	0
for	0
20	0
min	0
)	0
in	0
12	0
sufferers	0
of	0
migraine	3
with	4
aura	4
.	0

The	0
specific	0
aim	0
was	0
to	0
elucidate	0
whether	0
an	0
aura	0
and	0
/	0
or	0
an	0
attack	0
of	0
migraine	3
without	4
aura	4
could	0
be	0
induced	0
.	0

Fourteen	0
healthy	0
subjects	0
served	0
as	0
controls	0
.	0

Aura	0
symptoms	0
